,name,name:en,inscription,geometry
5635,Невідомому солдату,,,POINT (32.0175532 51.5505722)
5636,ВВВ,,,POINT (27.7928684 50.8841877)
5637,воїнам визволителям,,,POINT (25.4078608 50.1853764)
5638,Т.Г.Шевченко,,,POINT (27.8056498 50.8719626)
5639,Загиблим в роки другої світової війни,,Партизанам Змиевщины в честь 40-летия освобождения района,POINT (36.345222 49.5859174)
5640,Тарасу Шевченку,,,POINT (23.03487 48.1408924)
5641,Погруддя Чайковському Йосипу Юхимовичу,,,POINT (29.9107498 50.0796908)
5642,Пам'ятник Поліні Осипенко,,,POINT (36.8027186 46.751034)
5643,Хвойка Вікентій Вячеславович,,У цбому будинку в 1898-1914 рр. жив видатний український вчений-археолог /1850-1914/,POINT (30.5244765 50.4612856)
5644,Богдану Хмельницькому,,,POINT (23.0397423 48.1398901)
5645,Белі Бартоку,,,POINT (23.0246159 48.1401291)
5646,Сабову Євменію Івановичу,,,POINT (23.0390224 48.1397407)
5647,Жертвам нацистських таборів,,,POINT (23.0402224 48.1398606)
5648,Заснуванню міста,,,POINT (23.0349123 48.140594)
5649,Шандор Петефі,,,POINT (24.6930116 48.909743)
5650,Воїнам Другої світової війни,,,POINT (31.6596995 50.438256)
5651,Жертвам Голодомору,,,POINT (31.6597123 50.4382128)
5652,Строителям,,,POINT (33.6909207 46.1070775)
5653,Авиаторам черноморского флота,,,POINT (33.5176213 44.5924206)
5654,У цій частині Віноградова знаходилося гетто,,,POINT (23.0351698 48.1408759)
5655,памятник воинам,,,POINT (34.1337484 44.953971)
5656,Пам'ятник Невідомому солдату,,,POINT (33.7245592 49.7899991)
5657,Михайло Драгоманов,,,POINT (24.7138019 48.9205192)
5658,Ілько Липей,,,POINT (23.4298499 48.5959203)
5659,Михайло Саведчук,,"У цьому будинку перебував Михайло Саведчук (30.07.1916 - 22.04.1945) стрілець УПА та член ОУН. Жив, боровся і загинув як герой у боротьбі за Українську державу",POINT (24.7128957 48.9211758)
5660,Дарія Цвєк,,"в цьому будинку від 1943 по 1968 рр. мешкала Дарія Цвєк (1909 - 2004) Пластунка, музикантка, педагог, видатна кулінарка. Авторка низки кулінарних книг, що стали бестселерами",POINT (24.7121787 48.920115)
5661,Тарасови Шевченкови,,,POINT (24.7139467 48.9210583)
5662,Ірина Маланюк,,,POINT (24.7139422 48.9215343)
5663,Діва Марія,,,POINT (24.7421376 48.9188976)
5664,Василь Пашницький,,,POINT (24.7062049 48.9175588)
5665,Ярослав Барнич,,,POINT (24.7062377 48.9175934)
5666,В пам'ять про загибель Марішки Синіциної,,В память о Маришке Синицыной. Она любила горы и путешествия. 25 VII 1978 - 21 X 2007,POINT (23.237111 48.6533259)
5667,Тарасові Шевченку,,,POINT (24.9006674 49.8093209)
5668,Отряду особого назначения болгарских коммунистов,,,POINT (33.4402873 44.6018983)
5669,Скорботна Мати,,,POINT (31.9096607 47.6306527)
5670,Пам'ятник Ту-16П,,,POINT (32.3572164 50.5848984)
5671,Онишко Анатолій,,,POINT (24.3638605 49.0225966)
5672,Василю Стефанику,Vasyl Stefanyk,,POINT (24.0262373 49.836323)
5673,Пам`ятник Трасу Григоровичу Шевченку,,,POINT (32.1504388 46.5682564)
5674,Пам'ятник загиблим у ДСВ жителям,,,POINT (30.6848285 46.5243672)
5675,Діва Марія,,,POINT (24.3766572 49.024588)
5676,"Військові підрозділи, які брали участь у звільненні м. Білгорода-Дністровського",Military units that participated in the liberation of the city of Bilhorod-Dnistrovskyi,,POINT (30.3460536 46.1939979)
5677,"Памятник воинам-односельчанам, погибшим в годы Великой Отечественной войны 1941-45 гг.",,,POINT (36.0816027 45.3749745)
5678,500 років Реформації,500 years since the Reformation,,POINT (30.3525438 46.1787504)
5679,Ставрову Борису Микитовичу,Stavrov Borys Mykytovych,,POINT (30.3596655 46.19326)
5680,Загиблим у ДСВ,,,POINT (30.6399129 46.3929264)
5681,Пам'ятник В. І. Кошелєву,,,POINT (37.6750119 49.6299746)
5682,Микола Мироненко,,,POINT (24.6962806 48.9329298)
5683,Роман Юзва,,,POINT (24.6973533 48.9334167)
5684,перший 12-типоверховий житловий будинок в м. Івано-Франківську,,"перший 12-типоверховий жилий будинок в м. Івано-Франківську. Збудований в 1977 році БУ-""Житлобуд-1"" тресту ""Прикарпатбуд""",POINT (24.6952109 48.933634)
5685,Денис-Лев Іванцев,,,POINT (24.6974704 48.9334413)
5686,Ярослав Дорошенко,,"У цьому будинку проживав Ярослав Дорошенко (1931 - 2007), письменник, журналіст, багаторічний голова обласної організації Національної спілки письменників України, політв'язень",POINT (24.7004427 48.9301507)
5687,Діва Марія,,,POINT (23.6230007 49.1034423)
5688,Таблиця про архітектора,,Ф. Гонсіоровскій 1876,POINT (30.7358109 46.4862315)
5689,Братська могила,,,POINT (31.911039 47.6359514)
5690,Английский якорь. Адмиралтейский якорь Портера-Тротмана,,,POINT (34.3020484 44.5511871)
5691,Т-34-85,Panzer T-34/85,,POINT (38.0993884 48.8756232)
5692,Памятник ВОВ,,,POINT (38.020644 47.8054473)
5693,Памятник погибшим в ВОВ,,,POINT (38.0165885 47.803798)
5694,лікарю Армії УНР Д.Г. Олтаржевському,,"Тут, на ст. Сотники, у 1926 році загинув лікар Армії УНР Дмитро Григорійович Олтаржевський. Із села Гарбузин. Вічна пам'ять!",POINT (31.203345 49.4899152)
5695,Обелиск,,,POINT (38.0422184 47.7664878)
5696,Жертв Чорнобильської катастрофи,,,POINT (33.7278664 49.7835103)
5697,Курган Скорботи,,,POINT (33.7253103 49.7785795)
5698,Жертвам Голодомору,,,POINT (33.7259889 49.7793451)
5699,Меморіальна дошка Андрія Барасюка,,,POINT (24.7095909 48.902232)
5700,Братская могила,,,POINT (38.9135674 48.1385492)
5701,Богдан,,"Никто не забыт, ничто не забыто",POINT (38.9221097 48.1354173)
5702,Лидии Литвяк,,,POINT (38.9301305 48.1399132)
5703,"Железнодорожникам, погибшим в ВОВ",,,POINT (38.9252722 48.1417375)
5704,Шахтёр,,,POINT (38.9248077 48.1546762)
5705,Памятник Воинам-Афганцам,,,POINT (38.0671658 48.6982636)
5706,Глобі Лазарю Остаповичу пам'ятник,Hloba Lazar Ostapovych Monument,,POINT (35.0318548 48.4685883)
5707,Памятник Т.Г. Шевченко,,,POINT (29.0191122 50.0183858)
5708,Голгофа,,,POINT (25.3424474 50.194306)
5709,Пам'ятник ліквідаторам аварії на ЧАЕС,,,POINT (38.3685301 49.0346684)
5710,Вічний Вогонь,,,POINT (29.2470297 50.7678643)
5711,Універсал-2,Tractor twice Hero of Socialist Labor Praskovia Angelina,,POINT (38.0352392 47.7480106)
5712,Набат памяти - памятный знак детям-жертвам войны,,,POINT (36.4151144 45.2848125)
5713,Меморiал Слави,,,POINT (28.6247754 50.6912048)
5714,О.С. Пушкін,,,POINT (32.1033201 49.0366727)
5715,П.І. Чайковский,,,POINT (32.1007405 49.035568)
5716,Пам'ятник Тарасу Шевченку,,,POINT (28.4458261 50.5960221)
5717,Пам'ятник захисникам України,,,POINT (28.4470614 50.5950525)
5718,Трактор СХТЗ-15/30,,,POINT (31.8504727 47.6821883)
5719,Пам'ятник Михайлу Кутузову,,,POINT (28.4492714 50.5930796)
5720,Богдан Хмельницький,,,POINT (32.0457434 49.4531722)
5721,Пам'ятник Тарасові Шевченку,,,POINT (28.6688006 50.4509554)
5722,Пам’ятник жертвам Голодомору 1932-1933 років,,,POINT (28.6708841 50.4496261)
5723,Тарасові Шевченку,,,POINT (23.5227265 49.3096283)
5724,Бюст Т. Г. Шевченка,,,POINT (32.6555756 50.8359964)
5725,Бартоломеу Діаш,,,POINT (35.0796878 48.44706)
5726,Євген Коновалець,,,POINT (24.7110314 48.9186426)
5727,Володимир Любінець,,,POINT (24.7090894 48.9225559)
5728,Іван Скрипник,,,POINT (24.7129227 48.911101)
5729,Любомира Говенка,,,POINT (24.7109798 48.9206735)
5730,Памятний Хрест,,,POINT (24.2560506 49.9927798)
5731,Хрест на честь 2000 років від Різдва Христового,,Хрест на честь 2000 років від Різдва Христового,POINT (24.2588832 49.9909135)
5732,Хрест,,,POINT (24.2407022 49.9879903)
5733,Героям Жаботина,,,POINT (32.1585629 49.1615609)
5734,Памятник воинам Связьмортреста,,,POINT (33.5431082 44.6264278)
5735,"Вічна пам""ять односельчанам загиблим у роки Великої Вітчизняної Війни",,,POINT (24.9482754 48.8845975)
5736,Обеліск,,,POINT (26.6806526 50.6053937)
5737,Пам'ятник скорботної матері,,,POINT (28.6717513 50.4500933)
5738,Пам'ятник воїнам інтернаціоналістам,,,POINT (28.6683813 50.4526402)
5739,Меморіал загиблим у ВВВ,,,POINT (28.6666752 50.453142)
